date,volatility,aapl,amzn,fb,msft,ko,amt,hd,jpm,gs,pfe
2022-01-31,24.830000,,,,,,,0.5833329398151320,0.5199996793335810,,0.20054868032242500
2022-02-01,21.959999,,,0.3594546112495230,0.19902751142153700,,0.3062487277970130,0.4369046530470670,0.4917745671420950,0.5269168025464630,0.36228527667255800
2022-02-02,22.090000,0.09727733177539050,-0.027943491787815600,0.08694285650514390,0.16635370404320100,0.8333330555556590,0.7968250998364490,0.651514753788197,0.13351519893437000,0.5833562125337060,0.07862205962048820
2022-02-03,24.350000,0.17901307863565200,0.05663011438887730,0.12625091223664300,0.18434377662180100,-0.07142838340588360,0.8333328472225720,0.22010573330946000,-0.2635053701321220,0.5554402420169040,0.17855608690831200
2022-02-04,23.219999,0.11256059403993600,0.1310792669161700,0.12966617800534900,0.08789583601689080,0.4768515415383320,0.9999991666674170,0.372198737142991,0.21999991826855400,0.3893215396898,0.12511463502550200
2022-02-07,22.860001,0.20376509174368400,0.144419753485976,0.11932364285500800,0.21620827225015700,0.18222217534569100,0.6666664861111610,0.6402114506929400,0.24043121205584800,0.4033562504324080,0.2299810236752070
2022-02-08,21.440001,0.28113879047673800,0.27132808401317700,0.0843602173250269,0.2887580327628710,0.12698423985870100,0.48333307388906900,0.3952380550452790,0.4290001564848320,0.5689651292244630,0.11480395480786900
2022-02-09,19.959999,0.20640628675555100,0.1936969910925770,0.11650877525108200,0.3794719818363170,0.44015628519360000,0.7037032469139590,0.6666663194446780,0.19487175974356200,0.7036900795752580,0.27562616224843600
2022-02-10,23.910000,0.11895126116960000,0.0769275466043593,0.07430381770294690,0.0606175039991221,0.37998071627456500,0.47936490522304800,0.048611123553189600,0.2518693922955440,0.48621291595880500,0.1638787821696300
2022-02-11,27.360001,0.08280202665495930,0.006331008687716070,0.10687112463002000,0.14665783630922000,0.2866665561111590,0.999999000001,0.45502637661876000,0.05304659335950120,0.4152113799545180,0.14296263480215000
2022-02-14,28.330000,0.10697933667511700,0.10618274825537600,0.09518092275280870,0.19878735626889100,0.4933859459091420,0.7777774629630960,0.6723806666917760,0.46992454755062600,0.41080121702264700,0.1627798668779340
2022-02-15,25.700001,0.06300800472029900,-0.015631470344268800,0.10335352591303000,0.27201234204604300,0.17727275472846300,0.33333322222225900,0.6357141109694380,0.31336383267714500,0.43517290932521400,0.2793722350404690
2022-02-16,24.290001,0.13929042224266800,0.07302326974223350,0.08744264875768480,0.2952344193750610,0.6179651948724890,0.7142853049889870,0.5460315913322520,0.5627236844884900,0.534051996022149,0.19067163219398400
2022-02-17,28.110001,0.19361659977888900,0.08773588420657030,0.12166257431034700,0.12831430971040100,0.5864464877034330,-0.16666644444468500,0.4010912115432360,0.2261959536220340,0.24802848931460000,0.10518095761242800
2022-02-18,27.750000,0.06305322150826260,0.16118634310814800,0.1092128651991890,0.22694899014275400,0.7171712522450300,0.33333344444418500,0.3517597667499650,0.3975138000373820,-0.07142843422264070,0.1484489896504250
2022-02-22,28.809999,0.09646464317037530,0.13399508441373600,0.067107080339489,0.07644269997224890,0.31817031082741000,0.9499996983334520,0.2564921299469400,0.201388710166066,0.24988647433981900,0.24796352556102800
2022-02-23,31.020000,0.08932171875649390,0.06898678534302330,0.11125152725561900,0.2023283823071460,0.2999998805556060,0.7950085141760110,0.3223974307924650,-0.011904779743729300,0.14965982584223900,0.10243187754733200
2022-02-24,30.320000,0.0813632063820647,0.11808247530983400,0.11626046120858100,0.16681010412482400,0.2757367966559740,0.38762601018093400,0.6212893275485550,0.2392581725467190,0.08208616932401840,0.19487080656950000
2022-02-25,27.590000,0.1404800697575090,0.024076614922776300,0.12912404640771100,0.36210958573031600,0.2816090282568320,0.3499998041668060,0.6344667151973780,0.3764878706953340,0.1736606184974530,0.17660136156736900
2022-02-28,30.150000,0.2624383717671600,0.1891141269767040,0.17223185358793700,0.5372547623846770,0.07894734429823340,0.07087721139238210,0.46695217688232600,0.12845143669310200,0.25357130169768700,0.17958287534569100
2022-03-01,33.320000,0.201951835006312,0.03512264966575570,0.23823011846981500,0.2578926273051720,0.3087298778139430,0.6757572592931350,0.06145139104341870,0.16528717605469900,0.5875046639965000,0.11049612483901200
2022-03-02,30.740000,0.17746501160931500,0.0939279992526895,0.14151671827811500,0.36667042432267500,0.5488480872848190,0.7333328177782790,0.3150375466376060,0.16363128205010700,0.46030880000921700,0.17599918469162900
2022-03-03,30.480000,0.1406123303413430,0.0724203938859138,0.1469209138125560,0.38905792919522000,-0.19111093200018700,0.7904760407284900,0.3040292430446350,0.07388899830847730,0.8296698379778820,0.18189219128029300
2022-03-04,31.980000,0.22579967173374500,0.18170465698467400,0.08408160266962780,0.33997899373062100,0.3999558679650190,0.8999998054167140,0.64190436404567,0.2665077768148050,0.18990472122312400,-0.03893793969694720
2022-03-07,36.450001,0.12202287899459900,0.05732814280713050,0.10348079566126500,0.2345859796206950,0.21908084828692600,0.9999997333334090,0.5802717327165490,0.26666649405069700,-0.005101983582430030,0.042426602912954800
2022-03-08,35.130001,0.28017767855386500,0.1415343575926260,0.1150628402017660,0.2594376448223490,0.13747771700185600,0.6032465292102430,0.3433583120599130,0.3662431505950670,0.3865833454271970,0.39221097151733800
2022-03-09,32.450001,0.1221964161552490,-0.014459840087838300,0.1609533624661010,0.34353614660237500,0.36926382866233500,-0.22222191280893900,0.3227511452802360,0.10028189343100100,0.20850787407420000,-0.06079131286294500
2022-03-10,30.230000,0.14691235212024100,0.003166152544286500,0.13705392173998200,0.1353510591827390,0.2659146493263800,0.7999997733334010,0.6698409580387490,0.16275504078557800,0.49566408239078200,0.2822548383076110
2022-03-11,30.750000,0.09083229248643150,0.061453502428475100,0.1420192024799860,0.282424114245988,0.4238092237700930,0.15444438001856300,0.7714281969390410,-0.034811697306650800,-0.0018633473683879200,0.26754250913507000
2022-03-14,31.770000,0.20726101084968500,0.11053423751275600,0.19726606988192300,0.23371127540895100,0.3818179478789840,0.5766663693890650,0.20238091553288800,0.1491547920107010,0.3006136755037180,0.28201295531198300
2022-03-15,29.830000,0.21496271112971500,0.10172760403939800,0.1013313345289970,0.4012355223341340,0.5614417752458950,0.476410600033041,0.6507933337492610,0.36813667768123000,0.4507301006642440,0.23388648911024800
2022-03-16,26.670000,0.09372181256072280,0.09311960009996450,0.2998309249340490,0.33922473796747100,0.27676745766574400,-0.999999000001,0.7095507922713180,0.5317457256669890,0.49119012804056600,0.30235023132483400
2022-03-17,25.670000,0.1849825101225660,0.10175828288758500,0.2008463871212040,0.3362279728265390,0.3066664612594310,0.19999996740736300,0.7069593300194390,0.38641953835407100,0.1845804373761170,0.3194052158362420
2022-03-18,23.870001,0.31261377727715400,0.1802072211547140,0.22836158719621700,0.48035207133073900,0.46031716725477200,0.9999992777784540,0.37619033838924200,0.14474473258087700,0.22596502238251600,0.2504815319757320
2022-03-21,23.530001,0.20345562010758600,0.25136632155224400,0.3261180041479640,0.42498084680126500,0.04065661725926260,0.999999000001,0.15079359416574700,0.13466667035106300,0.4085772870506510,0.22396668544962800
2022-03-22,22.940001,0.2409655983449340,0.24008767251052700,0.2729906179004690,0.3637883044336090,0.21041662684025900,0.9245609512832060,0.06819378440443830,0.3842097822967350,0.5862842297950420,0.34100916456429600
2022-03-23,23.570000,0.18497695959710700,0.21013146449751500,0.15211232274481500,0.3784804237840170,0.30597134292796700,-0.2857138163270260,0.056909959252204200,0.10876987574941900,0.43939371275408300,0.22563873843149500
2022-03-24,21.670000,0.13409432820910800,0.043643527049913600,0.19376241541254200,0.19975467905854000,0.38647605718283900,-0.14285666836784500,0.21480563852944900,0.01805204936628570,0.2916397178773190,0.30218239071486000
2022-03-25,20.809999,0.11302112219791400,-0.005694192053902450,0.34358402557884000,0.08336484589679980,0.3614160985100850,0.5238092862812970,0.37263428180469300,0.11811963627615300,0.4302719428551930,0.05203736386266780
2022-03-28,19.629999,0.1460687269010780,0.0653588104839154,0.22230096968372100,0.3867780199830210,0.7264955010958680,0.291666748263708,0.3428571005562560,0.24523762945898500,-0.1915581646519090,0.3052540371953
2022-03-29,18.900000,0.12107307827191600,0.1605853075431890,0.2449747833343970,0.19126938322473000,0.8428568366158270,0.24730846868901900,0.33416127673486000,0.28593218634804400,0.19827459861868400,0.2401351124766420
2022-03-30,19.330000,0.17163122292489800,0.12914548391665700,0.2253641830109220,0.29822221264182100,-0.06078427656864600,0.4999994375005470,0.20787869327641000,0.3447617082669720,0.05510208608323120,0.14444282294352200
2022-03-31,20.559999,0.13143218189112400,0.12620865980772200,0.19190149908318800,0.31407311891477700,0.3952379698611550,0.99999960000018,0.1258083499138770,0.13271223768158700,0.14285718373254700,0.19255837716335600
2022-04-01,19.629999,0.12792984962066300,0.03332764913959240,0.1743704230315190,0.14907711608167300,0.46666634416694500,0.6074072635802920,0.10095242153450000,0.1221952219483770,0.050698211957174900,0.285970155549399
2022-04-04,18.570000,0.2590433793164630,0.20717568560554500,0.2644610491605100,0.23971370484963400,0.5928568653460160,0.4629625478399280,0.21409124526026900,0.04236950536047340,0.17153673020709100,0.25786289937229500
2022-04-05,21.030001,0.1809460675443820,0.1879957165214070,0.2211384509075690,0.39159778465575700,0.6036627358867790,0.6999994945242610,0.42226865151081200,-0.159820243146162,0.10442167139789800,0.3795368302229780
2022-04-06,22.100000,0.16437622538607300,0.1647378065710990,0.22357359719818600,0.355676365134305,0.0805555269676042,0.23707473732349400,0.3813634334140460,0.28198180455720800,0.2368419671053570,0.1161733311095480
2022-04-07,21.549999,0.22031676903638700,0.15557549108923600,0.14151920910641900,0.4112249154352990,0.2754901412663380,0.5124442941763770,0.1827415870315480,0.1063427211616870,-0.13469373892142200,0.29872156352306900
2022-04-08,21.160000,0.18017391291056500,0.03873125174281470,0.11245465936599400,0.10515232484547800,0.1479500536113620,0.9999997500000620,0.5715049920388550,0.12096778938162800,0.25033051016977800,0.28822938939967800
2022-04-11,24.370001,0.21695905283979600,0.10885423818129400,0.47263450873482000,0.23777126775600300,0.37314783536294700,0.7060601696468100,0.3478569092071240,0.3082490170763450,0.37226169257583900,0.30495989222816700
2022-04-12,24.260000,0.1486145389455920,-0.029233278850757300,0.39324342643176600,0.23218047143469100,0.613332993722474,0.799999731666769,0.15759049815950200,0.16318292547351900,0.2784428232133710,0.3562662449169330
2022-04-13,21.820000,0.18054379107065800,0.029445253286775600,0.23406794550007000,0.36955760911247600,0.3333330722224510,0.7866661704448690,0.2912245042508610,0.16067537481938800,0.4704699221933680,0.2833813357581880
2022-04-14,22.700001,0.21933362236016700,0.04818083252756590,0.2979562000192280,0.19292916653157800,0.12280702111107600,0.9999995555557590,0.5014002360280160,0.32009873051601400,0.1891210814857890,0.2910372323934660
2022-04-18,22.170000,0.20376664359006000,0.1841364989830550,0.26746626985342400,0.3663658918113160,0.37368388605292900,0.8888885956791420,0.23777774139504200,0.3667145704721280,0.2550385808657790,0.19304244391776700
2022-04-19,21.370001,0.18336513798391100,0.14523312511307100,0.20384541714786700,0.3965035332848440,0.2751632058153360,0.851851710905377,0.6493297932418040,-0.06069769403377530,0.3207957232794280,0.2867720245727250
2022-04-20,20.320000,0.17470244437111000,0.13592076339897700,0.17525931246997400,0.2428417339475010,0.6734295068817440,0.5555554567901470,0.6649955355818330,0.18528860163012400,0.06861663195201950,0.48669766711563
2022-04-21,22.680000,,0.581833319148951,0.25635179992462500,0.39285699030619000,0.5365587479752590,0.5965215231175430,0.3398494850132360,0.32160489009943300,-0.045887328776672600,0.1496523541189140
2022-04-22,28.209999,,,,,0.5068023400716090,0.7777776913580340,0.7159860323064140,0.29115359549357400,0.20296747270278500,0.43519039468301100
2022-04-25,27.020000,,,,,0.3328502958379140,-0.2222221203704180,0.39907376527294700,0.3399469284429460,0.2371793229167870,0.21083381954462200
2022-04-26,33.520000,,,,,0.08539551808001640,0.9629623374491080,0.3261781609044010,0.011784646067000200,0.16908217122908400,0.5188517859694760
2022-04-27,31.600000,,,,,0.4349412744123450,0.26451997853078400,0.6389740977062100,0.030000029694407800,0.3683332920971980,0.41692999172716900
2022-04-28,29.990000,,,,,0.5502053836344480,0.86956486396436,0.3185183782716700,0.27044860496759500,0.48039192565375500,0.43536357473612800
2022-04-29,33.400002,,,,,0.49411745775919800,0.7037034783951960,0.4575756285787280,0.42128818221586100,0.5045731264287100,0.23856638900821900